Column1,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,short_name,Name,Team,Nationality,Position.1,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
288,Juventus FC,Kingsley Coman,21,Right Winger,Bayern Munich,€21.00m,out,Summer,21,Serie A,2017,2017/2018,Italy,K. Coman,K. Coman,FC Bayern München,France,"LW, ST, RW",81,88,24000000,90000,Right,Medium/Low,Lean (170-185),79,76,52,78,77,86,84,70,62,79,94,93,88,76,86,78,73,74,58,76,36,23,75,69,70,11,15,15,5,3,5,3,5
326,RB Leipzig,Kevin Kampl,26,Central Midfield,Bay. Leverkusen,€20.00m,in,Summer,20,1 Bundesliga,2017,2017/2018,Germany,K. Kampl,K. Kampl,Bayer 04 Leverkusen,Slovenia,"CM, RM, CDM",80,82,17000000,60000,Right,High/High,Lean (170-185),63,65,34,82,58,86,76,64,76,82,86,79,91,81,81,70,67,88,47,72,64,72,76,81,64,42,67,54,13,11,7,6,16
327,Bayer 04 Leverkusen,Kevin Kampl,26,Central Midfield,RB Leipzig,€20.00m,out,Summer,20,1 Bundesliga,2017,2017/2018,Germany,K. Kampl,K. Kampl,Bayer 04 Leverkusen,Slovenia,"CM, RM, CDM",80,82,17000000,60000,Right,High/High,Lean (170-185),63,65,34,82,58,86,76,64,76,82,86,79,91,81,81,70,67,88,47,72,64,72,76,81,64,42,67,54,13,11,7,6,16
331,SV Werder Bremen,Jérôme Gondorf,29,Central Midfield,Darmstadt 98,€1.20m,in,Summer,1.2,1 Bundesliga,2017,2017/2018,Germany,J. Gondorf,J. Gondorf,SV Darmstadt 98,Germany,"CM, CDM",75,75,3900000,30000,Right,High/High,Normal (170-185),68,63,59,77,57,74,68,67,74,77,76,65,75,69,79,73,83,89,76,69,82,68,65,73,62,68,69,73,8,9,9,16,9
342,1. FC Köln,Jhon Córdoba,24,Centre-Forward,1.FSV Mainz 05,€17.00m,in,Summer,17,1 Bundesliga,2017,2017/2018,Germany,J. Cordoba,J. Córdoba,1. FSV Mainz 05,Colombia,ST,77,82,9500000,30000,Right,High/High,Stocky (185+),55,73,74,69,74,73,60,54,54,74,76,84,69,75,72,82,75,76,90,68,73,49,76,62,73,28,35,31,12,13,13,7,8
343,1.FSV Mainz 05,Jhon Córdoba,24,Centre-Forward,1. FC Köln,€17.00m,out,Summer,17,1 Bundesliga,2017,2017/2018,Germany,J. Cordoba,J. Córdoba,1. FSV Mainz 05,Colombia,ST,77,82,9500000,30000,Right,High/High,Stocky (185+),55,73,74,69,74,73,60,54,54,74,76,84,69,75,72,82,75,76,90,68,73,49,76,62,73,28,35,31,12,13,13,7,8
354,VfB Stuttgart,Anastasios Donis,20,Centre-Forward,Juventus,€4.00m,in,Summer,4,1 Bundesliga,2017,2017/2018,Germany,A. Donis,A. Donis,OGC Nice,Greece,"ST, RW",67,79,1200000,10000,Right,High/High,Normal (170-185),42,66,58,62,63,74,47,41,38,71,77,74,78,69,77,61,69,75,59,62,56,20,63,50,69,23,18,24,8,14,12,15,11
355,Juventus FC,Anastasios Donis,20,Centre-Forward,VfB Stuttgart,€4.00m,out,Summer,4,Serie A,2017,2017/2018,Italy,A. Donis,A. Donis,OGC Nice,Greece,"ST, RW",67,79,1200000,10000,Right,High/High,Normal (170-185),42,66,58,62,63,74,47,41,38,71,77,74,78,69,77,61,69,75,59,62,56,20,63,50,69,23,18,24,8,14,12,15,11
366,1. FC Köln,Jorge Meré,20,Centre-Back,Sporting Gijón,€7.00m,in,Summer,7,1 Bundesliga,2017,2017/2018,Germany,J. Mere,Jorge Meré,Real Sporting de Gijón,Spain,CB,76,84,6000000,15000,Right,Medium/Low,Stocky (170-185),30,22,75,69,33,37,34,33,62,69,73,68,66,69,75,48,80,66,67,27,71,77,25,34,51,78,76,81,15,12,11,8,8
368,Bayer 04 Leverkusen,Kyriakos Papadopoulos,25,Centre-Back,Hamburger SV,€6.50m,out,Summer,6.5,1 Bundesliga,2017,2017/2018,Germany,K. Papadopoulos,K. Papadopoulos,RB Leipzig,Greece,CB,79,83,11500000,40000,Right,Low/High,Stocky (185+),55,23,86,57,45,42,42,54,52,56,63,66,51,73,61,72,91,63,90,59,92,67,35,44,46,79,81,80,11,10,12,9,10
369,Hamburger SV,Kyriakos Papadopoulos,25,Centre-Back,Bay. Leverkusen,€6.50m,in,Summer,6.5,1 Bundesliga,2017,2017/2018,Germany,K. Papadopoulos,K. Papadopoulos,RB Leipzig,Greece,CB,79,83,11500000,40000,Right,Low/High,Stocky (185+),55,23,86,57,45,42,42,54,52,56,63,66,51,73,61,72,91,63,90,59,92,67,35,44,46,79,81,80,11,10,12,9,10
410,Liverpool FC,Lucas Leiva,30,Defensive Midfield,Lazio,€5.70m,out,Summer,5.7,Premier League,2017,2017/2018,England,L. Leiva,Lucas Leiva,Liverpool,Brazil,"CDM, CM, CB",80,80,10500000,110000,Right,Low/High,Normal (170-185),63,23,65,77,47,69,66,47,73,74,55,53,70,78,73,71,82,77,76,35,83,84,49,69,61,80,81,80,10,8,8,5,6
411,SS Lazio,Lucas Leiva,30,Defensive Midfield,Liverpool,€5.70m,in,Summer,5.7,Serie A,2017,2017/2018,Italy,L. Leiva,Lucas Leiva,Liverpool,Brazil,"CDM, CM, CB",80,80,10500000,110000,Right,Low/High,Normal (170-185),63,23,65,77,47,69,66,47,73,74,55,53,70,78,73,71,82,77,76,35,83,84,49,69,61,80,81,80,10,8,8,5,6
423,Chelsea FC,Davide Zappacosta,25,Right-Back,Torino,€25.00m,in,Summer,25,Premier League,2017,2017/2018,England,D. Zappacosta,D. Zappacosta,Torino F.C.,Italy,"RWB, RB, RM",77,83,8000000,40000,Right,High/High,Lean (170-185),77,62,60,71,68,72,65,59,65,72,79,85,75,72,77,74,69,87,65,70,70,71,70,64,59,75,75,79,11,9,8,6,11
424,Torino FC,Davide Zappacosta,25,Right-Back,Chelsea,€25.00m,out,Summer,25,Serie A,2017,2017/2018,Italy,D. Zappacosta,D. Zappacosta,Torino F.C.,Italy,"RWB, RB, RM",77,83,8000000,40000,Right,High/High,Lean (170-185),77,62,60,71,68,72,65,59,65,72,79,85,75,72,77,74,69,87,65,70,70,71,70,64,59,75,75,79,11,9,8,6,11
439,Stoke City,Jonathan Walters,33,Right Winger,Burnley,€2.30m,out,Summer,2.3,Premier League,2017,2017/2018,England,J. Walters,J. Walters,Stoke City,Republic of Ireland,"ST, RM",75,75,3300000,60000,Right,High/High,Stocky (170-185),75,75,74,72,67,72,64,56,61,73,67,68,76,74,68,73,76,91,84,69,81,61,75,69,72,61,56,44,8,14,7,10,6
440,Burnley FC,Jonathan Walters,33,Right Winger,Stoke City,€2.30m,in,Summer,2.3,Premier League,2017,2017/2018,England,J. Walters,J. Walters,Stoke City,Republic of Ireland,"ST, RM",75,75,3300000,60000,Right,High/High,Stocky (170-185),75,75,74,72,67,72,64,56,61,73,67,68,76,74,68,73,76,91,84,69,81,61,75,69,72,61,56,44,8,14,7,10,6
453,Manchester City,Wilfried Bony,28,Centre-Forward,Swansea,€13.00m,out,Summer,13,Premier League,2017,2017/2018,England,W. Bony,W. Bony,Stoke City,Côte d'Ivoire,ST,81,82,19500000,90000,Right,Medium/Low,Stocky (170-185),45,83,84,68,76,74,66,58,45,76,69,75,67,81,72,85,86,78,94,80,70,38,83,65,77,25,42,28,10,8,5,7,11
454,Swansea City,Wilfried Bony,28,Centre-Forward,Man City,€13.00m,in,Summer,13,Premier League,2017,2017/2018,England,W. Bony,W. Bony,Stoke City,Côte d'Ivoire,ST,81,82,19500000,90000,Right,Medium/Low,Stocky (170-185),45,83,84,68,76,74,66,58,45,76,69,75,67,81,72,85,86,78,94,80,70,38,83,65,77,25,42,28,10,8,5,7,11
459,Southampton FC,Jay Rodríguez,27,Centre-Forward,West Brom,€13.70m,out,Summer,13.7,Premier League,2017,2017/2018,England,J. Rodriguez,J. Rodriguez,Southampton,England,LM,77,77,7000000,70000,Right,High/Low,Lean (185+),70,79,76,76,74,79,69,29,66,75,79,84,79,77,65,75,81,85,71,74,41,44,80,69,71,16,28,21,12,12,16,14,9
462,West Bromwich Albion,Jay Rodríguez,27,Centre-Forward,Southampton,€13.70m,in,Summer,13.7,Premier League,2017,2017/2018,England,J. Rodriguez,J. Rodriguez,Southampton,England,LM,77,77,7000000,70000,Right,High/Low,Lean (185+),70,79,76,76,74,79,69,29,66,75,79,84,79,77,65,75,81,85,71,74,41,44,80,69,71,16,28,21,12,12,16,14,9
463,West Ham United,Ashley Fletcher,21,Centre-Forward,Middlesbrough,€7.30m,out,Summer,7.3,Premier League,2017,2017/2018,England,A. Fletcher,A. Fletcher,West Ham United,England,ST,66,78,1100000,20000,Right,Medium/Low,Lean (185+),23,66,68,46,49,64,44,23,27,64,71,76,74,63,56,67,73,64,77,63,55,22,64,48,52,16,22,19,14,8,12,8,8
467,Swansea City,Bafétimbi Gomis,31,Centre-Forward,Galatasaray,€2.50m,out,Summer,2.5,Premier League,2017,2017/2018,England,B. Gomis,B. Gomis,Olympique de Marseille,France,ST,78,78,8000000,50000,Right,High/Low,Normal (170-185),61,80,81,71,79,69,61,62,46,76,62,68,59,76,58,84,73,70,85,75,52,38,79,69,83,39,32,35,14,11,9,9,13
499,ACF Fiorentina,Cyril Théréau,34,Second Striker,Udinese Calcio,€3.20m,in,Summer,3.2,Serie A,2017,2017/2018,Italy,C. Thereau,C. Théréau,Udinese Calcio,France,ST,78,78,5500000,30000,Right,High/High,Lean (185+),66,80,77,72,80,78,69,66,58,80,68,78,68,76,58,78,72,69,76,66,66,25,80,69,73,16,24,20,9,5,13,8,12
500,Udinese Calcio,Cyril Théréau,34,Second Striker,Fiorentina,€3.20m,out,Summer,3.2,Serie A,2017,2017/2018,Italy,C. Thereau,C. Théréau,Udinese Calcio,France,ST,78,78,5500000,30000,Right,High/High,Lean (185+),66,80,77,72,80,78,69,66,58,80,68,78,68,76,58,78,72,69,76,66,66,25,80,69,73,16,24,20,9,5,13,8,12
501,Inter Milan,Gianluca Caprari,23,Second Striker,Sampdoria,€15.00m,out,Summer,15,Serie A,2017,2017/2018,Italy,G. Caprari,G. Caprari,Pescara,Italy,"CF, ST, CAM",73,80,4100000,20000,Right,Medium/Low,Normal (170-185),68,66,47,72,64,78,72,65,62,77,89,85,91,68,91,68,33,77,53,68,30,15,68,75,56,15,13,12,9,8,14,6,11
502,UC Sampdoria,Gianluca Caprari,23,Second Striker,Inter,€15.00m,in,Summer,15,Serie A,2017,2017/2018,Italy,G. Caprari,G. Caprari,Pescara,Italy,"CF, ST, CAM",73,80,4100000,20000,Right,Medium/Low,Normal (170-185),68,66,47,72,64,78,72,65,62,77,89,85,91,68,91,68,33,77,53,68,30,15,68,75,56,15,13,12,9,8,14,6,11
549,ACF Fiorentina,Matías Vecino,25,Central Midfield,Inter,€24.00m,out,Summer,24,Serie A,2017,2017/2018,Italy,M. Vecino,M. Vecino,Fiorentina,Uruguay,"CM, CDM",77,80,8500000,50000,Right,High/High,Lean (185+),68,60,60,80,62,73,60,58,76,79,69,69,68,78,56,76,62,83,77,74,72,76,70,75,56,64,74,70,4,4,4,4,4
550,Inter Milan,Matías Vecino,25,Central Midfield,Fiorentina,€24.00m,in,Summer,24,Serie A,2017,2017/2018,Italy,M. Vecino,M. Vecino,Fiorentina,Uruguay,"CM, CDM",77,80,8500000,50000,Right,High/High,Lean (185+),68,60,60,80,62,73,60,58,76,79,69,69,68,78,56,76,62,83,77,74,72,76,70,75,56,64,74,70,4,4,4,4,4
553,Genoa CFC,Oscar Hiljemark,25,Central Midfield,US Palermo,€2.50m,in,Summer,2.5,Serie A,2017,2017/2018,Italy,O. Hiljemark,O. Hiljemark,Palermo,Sweden,"CM, CDM",73,78,3800000,20000,Right,High/High,Normal (170-185),50,48,59,74,50,70,64,69,76,74,72,73,67,70,64,83,72,89,72,67,69,70,63,68,64,58,70,58,6,8,15,16,12
577,Inter Milan,Gary Medel,30,Centre-Back,Besiktas,€2.50m,out,Summer,2.5,Serie A,2017,2017/2018,Italy,G. Medel,G. Medel,Inter,Chile,"CDM, CM",83,83,18500000,80000,Right,Low/High,Stocky (170-185),55,31,68,78,61,68,35,45,76,74,77,76,78,84,92,65,92,93,81,59,89,86,58,72,62,79,84,84,14,7,9,6,6
583,Udinese Calcio,Molla Wagué,26,Centre-Back,Granada CF,€525Th.,in,Summer,0.525,Serie A,2017,2017/2018,Italy,M. Wague,M. Wagué,Udinese Calcio,Mali,CB,74,77,3500000,20000,Right,Low/Medium,Normal (185+),36,31,73,46,25,36,30,29,51,51,55,65,50,69,52,44,68,66,91,29,77,71,29,36,34,75,75,73,13,9,5,6,6
7,Bayer 04 Leverkusen,Paulinho,18,Left Winger,Vasco da Gama,€18.50m,in,Summer,18.5,1 Bundesliga,2018,2018/2019,Germany,Paulinho,Paulinho,FC Barcelona,Brazil,"CM, CDM",81,81,17500000,160000,Right,High/High,Lean (170-185),64,72,80,81,75,77,66,72,76,81,76,76,70,81,64,79,88,92,69,76,69,78,75,75,71,77,78,73,16,16,11,6,8
24,FC Barcelona,Arturo Vidal,31,Central Midfield,Bayern Munich,€18.00m,in,Summer,18,Primera Division,2018,2018/2019,Spain,A. Vidal,A. Vidal,FC Bayern München,Chile,"CDM, CM",87,87,37500000,160000,Right,High/High,Normal (170-185),76,77,81,84,78,76,76,68,82,83,76,74,75,89,77,86,82,91,77,85,93,85,80,80,81,76,89,85,4,2,4,2,4
26,FC Barcelona,Aleix Vidal,28,Right-Back,Sevilla FC,€9.30m,out,Summer,9.3,Primera Division,2018,2018/2019,Spain,A. Vidal,A. Vidal,FC Bayern München,Chile,"CDM, CM",87,87,37500000,160000,Right,High/High,Normal (170-185),76,77,81,84,78,76,76,68,82,83,76,74,75,89,77,86,82,91,77,85,93,85,80,80,81,76,89,85,4,2,4,2,4
28,Sevilla FC,Aleix Vidal,28,Right-Back,Barcelona,€9.30m,in,Summer,9.3,Primera Division,2018,2018/2019,Spain,A. Vidal,A. Vidal,FC Bayern München,Chile,"CDM, CM",87,87,37500000,160000,Right,High/High,Normal (170-185),76,77,81,84,78,76,76,68,82,83,76,74,75,89,77,86,82,91,77,85,93,85,80,80,81,76,89,85,4,2,4,2,4
30,Bayern Munich,Arturo Vidal,31,Central Midfield,Barcelona,€18.00m,out,Summer,18,1 Bundesliga,2018,2018/2019,Germany,A. Vidal,A. Vidal,FC Bayern München,Chile,"CDM, CM",87,87,37500000,160000,Right,High/High,Normal (170-185),76,77,81,84,78,76,76,68,82,83,76,74,75,89,77,86,82,91,77,85,93,85,80,80,81,76,89,85,4,2,4,2,4
65,RCD Espanyol Barcelona,Sergi Darder,24,Central Midfield,Olympique Lyon,€8.00m,in,Summer,8,Primera Division,2018,2018/2019,Spain,S. Darder,Sergi Darder,RCD Espanyol de Barcelona,Spain,CM,78,84,14000000,30000,Right,Medium/Low,Lean (170-185),65,56,50,82,54,77,67,55,80,82,59,51,76,76,77,74,53,62,68,67,71,69,74,82,55,62,66,69,7,10,6,14,6
66,Olympique Lyon,Sergi Darder,24,Central Midfield,Espanyol,€8.00m,out,Summer,8,Ligue 1,2018,2018/2019,France,S. Darder,Sergi Darder,RCD Espanyol de Barcelona,Spain,CM,78,84,14000000,30000,Right,Medium/Low,Lean (170-185),65,56,50,82,54,77,67,55,80,82,59,51,76,76,77,74,53,62,68,67,71,69,74,82,55,62,66,69,7,10,6,14,6
86,SD Eibar,Bebé,28,Left Winger,Rayo Vallecano,€750Th.,out,Summer,0.75,Primera Division,2018,2018/2019,Spain,Bebe,Bebé,SD Eibar,Portugal,"LM, RM",74,74,6000000,20000,Right,Medium/Low,Normal (185+),73,69,57,70,69,78,67,73,64,75,76,89,70,72,59,88,65,73,85,70,72,33,70,66,65,18,28,20,15,7,8,7,11
87,Rayo Vallecano,Bebé,28,Left Winger,SD Eibar,€750Th.,in,Summer,0.75,Primera Division,2018,2018/2019,Spain,Bebe,Bebé,SD Eibar,Portugal,"LM, RM",74,74,6000000,20000,Right,Medium/Low,Normal (185+),73,69,57,70,69,78,67,73,64,75,76,89,70,72,59,88,65,73,85,70,72,33,70,66,65,18,28,20,15,7,8,7,11
104,Rayo Vallecano,Jordi Amat,26,Centre-Back,Swansea,€1.00m,in,Summer,1,Primera Division,2018,2018/2019,Spain,J. Amat,Jordi Amat,Real Betis Balompié,Spain,CB,77,83,10500000,20000,Right,Low/High,Normal (185+),31,34,74,68,28,50,40,36,52,65,63,72,59,70,58,75,78,66,79,65,82,71,30,59,28,78,77,80,9,6,7,16,8
109,Sevilla FC,Roque Mesa,29,Central Midfield,Swansea,€6.00m,in,Summer,6,Primera Division,2018,2018/2019,Spain,R. Mesa,Roque Mesa,Swansea City,Spain,"CDM, CM",82,82,18000000,80000,Right,High/High,Stocky (170-185),67,67,32,89,34,72,46,48,80,82,76,78,77,79,89,63,77,92,69,54,92,81,67,75,42,72,79,80,15,8,7,11,9
120,Real Madrid,Cristiano Ronaldo,33,Centre-Forward,Juventus,€117.00m,out,Summer,117,Primera Division,2018,2018/2019,Spain,C. Ronaldo,Cristiano Ronaldo,Real Madrid CF,Portugal,"LW, ST",94,94,95500000,575000,Right,High/Low,Unique,85,94,88,83,88,91,81,76,77,93,89,91,89,96,63,94,95,92,80,92,63,29,95,85,85,22,31,23,7,11,15,14,11
121,Juventus FC,Cristiano Ronaldo,33,Centre-Forward,Real Madrid,€117.00m,in,Summer,117,Serie A,2018,2018/2019,Italy,C. Ronaldo,Cristiano Ronaldo,Real Madrid CF,Portugal,"LW, ST",94,94,95500000,575000,Right,High/Low,Unique,85,94,88,83,88,91,81,76,77,93,89,91,89,96,63,94,95,92,80,92,63,29,95,85,85,22,31,23,7,11,15,14,11
122,Villarreal CF,Carlos Bacca,31,Centre-Forward,AC Milan,€7.00m,in,Summer,7,Primera Division,2018,2018/2019,Spain,C. Bacca,C. Bacca,Villarreal CF,Colombia,ST,82,82,21500000,50000,Right,Medium/Low,Lean (170-185),60,87,76,72,80,79,72,58,50,81,76,78,76,80,77,76,77,67,74,60,62,34,87,66,80,12,16,14,12,12,8,5,8
123,AC Milan,Carlos Bacca,31,Centre-Forward,Villarreal,€7.00m,out,Summer,7,Serie A,2018,2018/2019,Italy,C. Bacca,C. Bacca,Villarreal CF,Colombia,ST,82,82,21500000,50000,Right,Medium/Low,Lean (170-185),60,87,76,72,80,79,72,58,50,81,76,78,76,80,77,76,77,67,74,60,62,34,87,66,80,12,16,14,12,12,8,5,8
180,Montpellier HSC,Florent Mollet,26,Attacking Midfield,FC Metz,€2.60m,in,Summer,2.6,Ligue 1,2018,2018/2019,France,F. Mollet,F. Mollet,FC Metz,France,"LM, CM",67,68,900000,9000,Right,Medium/Low,Normal (170-185),60,51,32,72,48,66,61,67,68,71,79,71,79,61,85,74,70,75,45,67,52,52,54,69,56,57,59,52,9,13,12,12,15
181,Montpellier HSC,Nordi Mukiele,20,Right-Back,RB Leipzig,€16.00m,out,Summer,16,Ligue 1,2018,2018/2019,France,N. Mukiele,N. Mukiele,Montpellier Hérault SC,France,"RB, CB",72,83,4500000,9000,Right,High/High,Normal (185+),70,30,67,65,35,70,55,33,65,68,81,81,66,63,59,38,77,80,76,43,69,71,54,59,45,69,70,71,10,7,14,11,15
182,RB Leipzig,Nordi Mukiele,20,Right-Back,Montpellier,€16.00m,in,Summer,16,1 Bundesliga,2018,2018/2019,Germany,N. Mukiele,N. Mukiele,Montpellier Hérault SC,France,"RB, CB",72,83,4500000,9000,Right,High/High,Normal (185+),70,30,67,65,35,70,55,33,65,68,81,81,66,63,59,38,77,80,76,43,69,71,54,59,45,69,70,71,10,7,14,11,15
289,SV Werder Bremen,Davy Klaassen,25,Attacking Midfield,Everton,€13.50m,in,Summer,13.5,1 Bundesliga,2018,2018/2019,Germany,D. Klaassen,D. Klaassen,Everton,Netherlands,"CM, CAM",82,85,27500000,110000,Right,High/High,Normal (170-185),63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,59,74,62,12,6,13,16,10
290,Everton FC,Davy Klaassen,25,Attacking Midfield,Werder Bremen,€13.50m,out,Summer,13.5,Premier League,2018,2018/2019,England,D. Klaassen,D. Klaassen,Everton,Netherlands,"CM, CAM",82,85,27500000,110000,Right,High/High,Normal (170-185),63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,59,74,62,12,6,13,16,10
314,SV Werder Bremen,Jérôme Gondorf,30,Central Midfield,SC Freiburg,€1.30m,out,Summer,1.3,1 Bundesliga,2018,2018/2019,Germany,J. Gondorf,J. Gondorf,SV Werder Bremen,Germany,"CM, CDM",75,75,6500000,30000,Right,High/High,Normal (170-185),68,63,59,78,59,73,70,71,74,75,76,65,75,72,84,72,83,89,76,69,83,68,65,74,62,69,69,73,8,9,9,16,9
315,SC Freiburg,Jérôme Gondorf,30,Central Midfield,Werder Bremen,€1.30m,in,Summer,1.3,1 Bundesliga,2018,2018/2019,Germany,J. Gondorf,J. Gondorf,SV Werder Bremen,Germany,"CM, CDM",75,75,6500000,30000,Right,High/High,Normal (170-185),68,63,59,78,59,73,70,71,74,75,76,65,75,72,84,72,83,89,76,69,83,68,65,74,62,69,69,73,8,9,9,16,9
317,TSG 1899 Hoffenheim,Ishak Belfodil,26,Centre-Forward,Standard Liège,€5.50m,in,Summer,5.5,1 Bundesliga,2018,2018/2019,Germany,I. Belfodil,I. Belfodil,SV Werder Bremen,Algeria,"ST, LM, CF",75,79,8500000,30000,Right,High/High,Lean (185+),65,74,76,72,68,77,74,68,61,78,60,70,59,70,39,77,72,81,85,67,74,29,75,73,66,15,39,15,6,12,7,13,14
346,Watford FC,Mauro Zárate,31,Second Striker,Boca Juniors,€2.30m,out,Summer,2.3,Premier League,2018,2018/2019,England,M. Zarate,M. Zárate,Watford,Argentina,"ST, CF, CAM, LM",77,77,8500000,60000,Right,Medium/Low,Normal (170-185),66,78,56,72,78,86,81,79,60,87,79,75,87,75,74,80,69,69,62,82,66,38,77,63,70,22,34,30,7,16,16,6,12
366,Brighton & Hove Albion,Jamie Murphy,28,Left Winger,Rangers,€1.20m,out,Summer,1.2,Premier League,2018,2018/2019,England,J. Murphy,J. Murphy,Newcastle United,England,RM,70,79,2700000,40000,Right,High/Low,Lean (170-185),69,66,40,64,50,73,75,66,60,66,83,82,81,64,77,73,51,67,59,74,31,16,68,69,68,34,39,40,13,16,13,10,6
368,Cardiff City,Josh Murphy,23,Left Winger,Norwich,€11.40m,in,Summer,11.4,Premier League,2018,2018/2019,England,J. Murphy,J. Murphy,Newcastle United,England,RM,70,79,2700000,40000,Right,High/Low,Lean (170-185),69,66,40,64,50,73,75,66,60,66,83,82,81,64,77,73,51,67,59,74,31,16,68,69,68,34,39,40,13,16,13,10,6
370,Huddersfield Town,Ramadan Sobhi,21,Left Winger,Stoke City,€6.50m,in,Summer,6.5,Premier League,2018,2018/2019,England,R. Sobhi,R. Sobhi,Stoke City,Egypt,"LM, RM",74,85,9500000,40000,Right,High/High,Lean (170-185),70,60,59,76,61,79,63,63,64,79,77,74,73,63,67,62,51,72,68,65,54,33,73,74,65,43,44,46,12,13,15,12,10
378,West Ham United,Felipe Anderson,25,Right Winger,Lazio,€38.00m,in,Summer,38,Premier League,2018,2018/2019,England,F. Anderson,Felipe Anderson,Lazio,Brazil,"RW, LW, RM",81,86,24000000,60000,Right,High/High,Normal (170-185),79,71,44,78,68,87,71,69,74,86,94,91,90,74,88,84,44,78,53,84,67,69,70,78,53,38,60,58,12,10,9,5,7
379,SS Lazio,Felipe Anderson,25,Right Winger,West Ham,€38.00m,out,Summer,38,Serie A,2018,2018/2019,Italy,F. Anderson,Felipe Anderson,Lazio,Brazil,"RW, LW, RM",81,86,24000000,60000,Right,High/High,Normal (170-185),79,71,44,78,68,87,71,69,74,86,94,91,90,74,88,84,44,78,53,84,67,69,70,78,53,38,60,58,12,10,9,5,7
388,Everton FC,Richarlison,21,Centre-Forward,Watford,€39.20m,in,Summer,39.2,Premier League,2018,2018/2019,England,Richarlison,Richarlison,Watford,Brazil,"LM, CF, RM, CAM",73,85,7000000,40000,Right,High/High,Normal (170-185),63,72,70,68,63,78,40,34,42,76,83,79,78,72,70,74,60,79,76,63,68,16,76,69,71,21,22,19,12,7,8,11,13
389,Watford FC,Richarlison,21,Centre-Forward,Everton,€39.20m,out,Summer,39.2,Premier League,2018,2018/2019,England,Richarlison,Richarlison,Watford,Brazil,"LM, CF, RM, CAM",73,85,7000000,40000,Right,High/High,Normal (170-185),63,72,70,68,63,78,40,34,42,76,83,79,78,72,70,74,60,79,76,63,68,16,76,69,71,21,22,19,12,7,8,11,13
392,Brighton & Hove Albion,Florin Andone,25,Centre-Forward,Dep. La Coruña,€6.00m,in,Summer,6,Premier League,2018,2018/2019,England,F. Andone,F. Andone,Deportivo de La Coruña,Romania,ST,79,84,17000000,30000,Right,High/High,Normal (170-185),62,79,76,64,77,73,58,55,53,76,79,78,78,84,69,79,79,87,75,74,83,51,84,67,74,27,52,38,8,6,11,15,6
442,Udinese Calcio,Silvan Widmer,25,Right-Back,FC Basel,€4.50m,out,Summer,4.5,Serie A,2018,2018/2019,Italy,S. Widmer,S. Widmer,Udinese Calcio,Switzerland,"RB, RM",77,82,10000000,20000,Right,High/High,Normal (170-185),82,58,68,75,48,77,67,56,73,76,78,84,76,78,64,76,82,88,77,66,68,67,68,68,58,72,73,71,10,8,7,5,14
445,Frosinone Calcio,Moussa Koné,28,Defensive Midfield,BB Erzurumspor,€300Th.,out,Summer,0.3,Serie A,2018,2018/2019,Italy,M. Kone,M. Kone,CD Leganés,Côte d'Ivoire,ST,69,74,1400000,15000,Right,High/Low,Lean (170-185),51,69,51,60,54,72,47,56,40,70,77,79,82,63,76,77,75,64,71,60,68,26,71,57,57,16,30,12,10,11,13,10,11
453,SPAL,Mirko Valdifiori,32,Defensive Midfield,Torino,€1.00m,in,Summer,1,Serie A,2018,2018/2019,Italy,M. Valdifiori,M. Valdifiori,Torino F.C.,Italy,"CDM, CM",77,77,6000000,40000,Right,Low/Medium,Lean (185+),76,46,65,84,59,73,72,74,86,79,64,62,68,76,62,70,67,77,66,68,79,75,53,82,52,62,74,66,13,6,10,10,10
454,Torino FC,Mirko Valdifiori,32,Defensive Midfield,SPAL,€1.00m,out,Summer,1,Serie A,2018,2018/2019,Italy,M. Valdifiori,M. Valdifiori,Torino F.C.,Italy,"CDM, CM",77,77,6000000,40000,Right,Low/Medium,Lean (185+),76,46,65,84,59,73,72,74,86,79,64,62,68,76,62,70,67,77,66,68,79,75,53,82,52,62,74,66,13,6,10,10,10
459,Inter Milan,Yuto Nagatomo,31,Left-Back,Galatasaray,€2.50m,out,Summer,2.5,Serie A,2018,2018/2019,Italy,Y. Nagatomo,Y. Nagatomo,Inter,Japan,"LB, RB",73,73,2900000,50000,Right,High/High,Normal (170-),68,46,55,61,45,64,60,36,48,66,89,78,89,69,91,51,81,76,57,53,67,72,60,53,44,72,75,74,12,13,8,13,15
